idrealestate,type,typeOfOffer,city,municipality,squareFootage,constructionYear,landArea,floorInfo,registration,heatingType,roomNo,bathroomNo,price,country,con,pl,pumpaIliKalorimetri
879,cottage,sale,Niš,Palilula,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5000,Srbija,Standardna,NULL,NULL
880,cottage,sale,Sombor,"Kanalska obala",42,NULL,NULL,NULL,Da,NULL,3,NULL,10000,Srbija,Standardna,NULL,NULL
881,cottage,sale,"Sremski Karlovci",Stražilovo,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46350,Srbija,NULL,NULL,NULL
882,cottage,sale,Banoštor,NULL,42,NULL,NULL,NULL,Da,Samostalno,NULL,1,35000,Srbija,Novogradnja,NULL,NULL
883,cottage,sale,Čortanovci,NULL,406,NULL,NULL,NULL,Da,Podno,0,NULL,120000,Srbija,Novogradnja,NULL,NULL
884,cottage,sale,Niš,NULL,90,NULL,NULL,NULL,Da,Samostalno,3,NULL,31000,Srbija,Standardna,NULL,NULL
885,cottage,sale,"Banja Vrujci","Popadić, ulica Plavi cvet",124,NULL,NULL,NULL,Da,"Centralno, Samostalno",3,2,59000,Srbija,Standardna,NULL,NULL
886,cottage,sale,"Nova Varoš",NULL,106,NULL,NULL,NULL,Da,Samostalno,4,2,NULL,Srbija,Novogradnja,NULL,NULL
887,cottage,sale,Rača,"Selo Borci",NULL,NULL,NULL,NULL,Da,NULL,NULL,NULL,10000,Srbija,Delimična,NULL,NULL
888,cottage,rent,Grocka,"Smederevski put",200,NULL,NULL,NULL,Da,Samostalno,5,2,120,Srbija,Izvorno,NULL,NULL
889,cottage,sale,Jagodina,Končarevo,37,NULL,NULL,NULL,Da,NULL,NULL,NULL,5000,Srbija,Standardna,NULL,NULL
890,flat,rent,Beograd,"Vračar (Centar)",110,NULL,NULL,"2 / -",NULL,Centralno,4,2,1200,Srbija,Novogradnja,NULL,NULL
891,cottage,sale,Kovin,NULL,70,NULL,NULL,NULL,NULL,Samostalno,3,NULL,38500,Srbija,Novogradnja,NULL,NULL
892,cottage,sale,Jagodina,Miloševo,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5500,Srbija,Standardna,NULL,NULL
893,cottage,sale,Beograd,Sopot,200,NULL,NULL,NULL,Da,Centralno,5,3,108000,Srbija,Novogradnja,NULL,NULL
894,cottage,sale,Jagodina,"Crvene Livade",49,NULL,NULL,NULL,Da,NULL,NULL,NULL,18000,Srbija,Standardna,NULL,NULL
895,cottage,sale,Jagodina,"Vinorački Put",23,NULL,NULL,NULL,Da,NULL,NULL,NULL,12500,Srbija,Standardna,NULL,NULL
896,cottage,sale,Paraćin,Sisevac,48,NULL,NULL,NULL,Da,NULL,NULL,NULL,25000,Srbija,Standardna,NULL,NULL
897,cottage,sale,Jagodina,Kupusara,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,Srbija,Standardna,NULL,NULL
898,cottage,sale,Paraćin,Lozica,98,NULL,NULL,NULL,Da,NULL,NULL,NULL,12000,Srbija,Standardna,NULL,NULL
899,cottage,sale,Paraćin,Gloždak,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30000,Srbija,Standardna,NULL,NULL
900,cottage,sale,"Nova Varoš","Draglica, Zlatibor",277,NULL,NULL,NULL,Da,Samostalno,5,2,290000,Srbija,Novogradnja,NULL,NULL
901,cottage,sale,Niš,Palilula,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5000,Srbija,Standardna,NULL,NULL
902,cottage,sale,Paraćin,Grza,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,Srbija,Standardna,NULL,NULL
903,cottage,sale,NULL,NULL,90,NULL,NULL,NULL,Da,NULL,NULL,NULL,15000,Srbija,Standardna,NULL,NULL
904,flat,sale,Beograd,"Crveni krst",68,NULL,NULL,"3 / 7",Da,NULL,3,NULL,207000,Srbija,Novogradnja,NULL,NULL
905,cottage,sale,Ćuprija,Tonja,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5000,Srbija,Standardna,NULL,NULL
906,cottage,sale,Vranje,Kupinince,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000,Srbija,Standardna,NULL,NULL
907,cottage,sale,Jagodina,"Ðurđevo Brdo",90,NULL,NULL,NULL,Da,NULL,NULL,NULL,25000,Srbija,Standardna,NULL,NULL
908,cottage,sale,Ćuprija,Mijatovac,90,NULL,NULL,NULL,Da,NULL,NULL,NULL,26000,Srbija,Standardna,NULL,NULL
909,cottage,sale,Krčedin,NULL,79,NULL,NULL,NULL,Da,Centralno,NULL,2,120000,Srbija,Novogradnja,NULL,NULL
910,cottage,sale,Golubac,Dobra,100,NULL,NULL,NULL,Da,NULL,NULL,NULL,35000,Srbija,Standardna,NULL,NULL
911,cottage,sale,Jagodina,Končarevo,25,NULL,NULL,NULL,Da,NULL,NULL,NULL,7000,Srbija,Standardna,NULL,NULL
912,cottage,sale,Jagodina,Končarevo,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13000,Srbija,Standardna,NULL,NULL
913,cottage,sale,Paraćin,Lozica,111,NULL,NULL,NULL,Da,NULL,NULL,NULL,15000,Srbija,Standardna,NULL,NULL
914,cottage,sale,Vranje,Korbevac,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000,Srbija,Standardna,NULL,NULL
915,cottage,sale,Kragujevac,-,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000,Srbija,Izvorno,NULL,NULL
916,cottage,sale,Meljanica,NULL,90,NULL,NULL,NULL,Da,NULL,NULL,NULL,61000,Srbija,NULL,NULL,NULL
917,cottage,sale,"Novi Sad",NULL,44,NULL,NULL,NULL,Da,Samostalno,1,NULL,47000,Srbija,Standardna,NULL,NULL
918,cottage,sale,Paraćin,Tekija,50,NULL,NULL,NULL,Da,NULL,NULL,NULL,17000,Srbija,Standardna,NULL,NULL
919,cottage,sale,Mramor,NULL,70,NULL,NULL,NULL,Da,NULL,NULL,NULL,19500,Srbija,NULL,NULL,NULL
920,cottage,sale,Jagodina,Lipar,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20000,Srbija,Standardna,NULL,NULL
921,cottage,sale,Kragujevac,"Ilina voda",28,NULL,NULL,NULL,NULL,NULL,1,NULL,6000,Srbija,Standardna,NULL,NULL
922,cottage,sale,Batočina,-,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000,Srbija,Standardna,NULL,NULL
923,cottage,sale,Jabuka,"Bare,Prijepolje",45,NULL,NULL,NULL,Da,NULL,2,NULL,14500,Srbija,Standardna,NULL,NULL
924,cottage,sale,Kovin,NULL,62,2011,NULL,NULL,Da,NULL,NULL,NULL,21000,Srbija,Novogradnja,NULL,NULL
925,flat,sale,Beograd,"Profesorska kolonija",125,NULL,NULL,"3 / 4",Da,Centralno,5,2,185000,Srbija,Delimična,NULL,NULL
926,cottage,sale,"Sremska Kamenica",Artiljevo,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36100,Srbija,NULL,NULL,NULL
927,cottage,sale,Čenej,NULL,181,NULL,NULL,NULL,Da,NULL,4,NULL,135000,Srbija,NULL,NULL,NULL
928,cottage,sale,Kragujevac,-,35,2017,NULL,NULL,NULL,NULL,NULL,NULL,15000,Srbija,Izvorno,NULL,NULL
929,cottage,sale,"Nova Varoš","Drmanovići,Nova Varos",84,NULL,NULL,NULL,Da,NULL,3,NULL,45000,Srbija,Standardna,NULL,NULL
930,cottage,sale,Paraćin,"Karađorđevo Brdo",99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11000,Srbija,Standardna,NULL,NULL
931,cottage,sale,Paraćin,Petlovac,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30000,Srbija,Standardna,NULL,NULL
932,cottage,sale,Paraćin,Petlovac,60,NULL,NULL,NULL,Da,NULL,NULL,NULL,30000,Srbija,Standardna,NULL,NULL
933,cottage,sale,Jagodina,"Ribarski Put",120,NULL,NULL,NULL,Da,NULL,NULL,NULL,29000,Srbija,Standardna,NULL,NULL
934,cottage,sale,Ćuprija,Ada,60,NULL,NULL,NULL,Da,NULL,NULL,NULL,34000,Srbija,Standardna,NULL,NULL
935,cottage,sale,Jagodina,"Ðurđevo Brdo",30,NULL,NULL,NULL,Da,NULL,NULL,NULL,13000,Srbija,Standardna,NULL,NULL
936,cottage,sale,Ćuprija,"Vezirovo Brdo",30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,Srbija,Standardna,NULL,NULL
937,cottage,sale,Jagodina,Lipar,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20000,Srbija,Standardna,NULL,NULL
938,cottage,sale,Jagodina,Bukovče,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6500,Srbija,Standardna,NULL,NULL
939,cottage,sale,Paraćin,"Karađorđevo Brdo",50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000,Srbija,Standardna,NULL,NULL
940,cottage,sale,Jagodina,Ribare,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17500,Srbija,Standardna,NULL,NULL
941,cottage,sale,Jagodina,"Ðurđevo Brdo",70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13500,Srbija,Standardna,NULL,NULL
942,cottage,sale,Paraćin,Tekija,58,NULL,NULL,NULL,Da,NULL,NULL,NULL,15500,Srbija,Standardna,NULL,NULL
943,cottage,sale,Ćićevac,"Mali Dubočaj",50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21000,Srbija,Standardna,NULL,NULL
944,cottage,sale,Čenej,NULL,578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1030000,Srbija,NULL,NULL,NULL
945,cottage,sale,"Rijeka Reževići",NULL,70,NULL,NULL,NULL,Da,NULL,2,NULL,90000,"Crna Gora",Standardna,NULL,NULL
946,cottage,sale,Krčedin,NULL,70,NULL,NULL,NULL,Da,NULL,NULL,NULL,18500,Srbija,NULL,NULL,NULL
947,cottage,sale,Paraćin,"Karađorđevo Brdo",82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8500,Srbija,Standardna,NULL,NULL
948,cottage,sale,Vranje,Nastavce,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16000,Srbija,Standardna,NULL,NULL
949,cottage,sale,Ćuprija,Zmič,45,NULL,NULL,NULL,Da,NULL,NULL,NULL,5000,Srbija,Standardna,NULL,NULL
950,cottage,sale,"Stara Pazova","Surduk na Dunavu",NULL,NULL,NULL,NULL,Da,NULL,NULL,NULL,45000,Srbija,NULL,NULL,NULL
951,cottage,sale,Paraćin,Grza,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44000,Srbija,Standardna,NULL,NULL
952,cottage,sale,"Stari Slankamen",NULL,120,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,35700,Srbija,NULL,NULL,NULL
953,cottage,sale,NULL,NULL,195,NULL,NULL,NULL,Da,NULL,NULL,NULL,65000,Srbija,Standardna,NULL,NULL
954,cottage,sale,Zlatibor,NULL,91,NULL,NULL,NULL,Da,NULL,3,NULL,67000,Srbija,NULL,NULL,NULL
955,cottage,sale,Krčedin,NULL,84,NULL,NULL,NULL,NULL,Samostalno,2,NULL,30000,Srbija,NULL,NULL,NULL
956,cottage,sale,Beška,NULL,39,NULL,NULL,NULL,Da,Samostalno,3,NULL,58000,Srbija,NULL,NULL,NULL
957,cottage,sale,Trgovište,"Novo Selo",70,NULL,NULL,NULL,Da,NULL,NULL,NULL,10000,Srbija,Standardna,NULL,NULL
958,cottage,sale,Beograd,Čukarica,41,NULL,NULL,NULL,NULL,Samostalno,2,NULL,22550,Srbija,Novogradnja,NULL,NULL
959,cottage,sale,Vojka,NULL,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32000,Srbija,NULL,NULL,NULL
960,cottage,sale,Čortanovci,Beogradska,70,NULL,NULL,NULL,Da,Samostalno,3,1,NULL,Srbija,Standardna,NULL,NULL
961,cottage,sale,"Nova Varoš",Zlatar,95,NULL,NULL,NULL,Da,Samostalno,6,NULL,85000,Srbija,Novogradnja,NULL,NULL
962,cottage,sale,Čortanovci,NULL,31,NULL,NULL,NULL,Da,NULL,NULL,NULL,23500,Srbija,NULL,NULL,NULL
963,cottage,sale,Niš,NULL,130,NULL,NULL,NULL,Da,NULL,NULL,NULL,31000,Srbija,Standardna,NULL,NULL
964,home,sale,"Herceg Novi","Sava Bajkovića",150,NULL,NULL,NULL,NULL,Klima,6,NULL,210000,"Crna Gora",Standardna,NULL,NULL
965,flat,sale,"Herceg Novi","SPASICA I MASARE",104,NULL,NULL,"3 / 3",Da,Samostalno,3,NULL,91000,"Crna Gora",Standardna,NULL,NULL
966,cottage,sale,"Nova Varoš",NULL,50,NULL,NULL,NULL,Da,Centralno,3,1,18500,Srbija,Novogradnja,NULL,NULL
967,cottage,sale,Inđija,NULL,80,NULL,NULL,NULL,Da,NULL,3,NULL,35000,Srbija,NULL,NULL,NULL
968,cottage,sale,"Gluhi Do",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,750000,"Crna Gora",NULL,NULL,NULL
969,cottage,sale,Jagodina,"Ðurđevo Brdo",13,NULL,NULL,NULL,Da,NULL,NULL,NULL,10000,Srbija,Standardna,NULL,NULL
970,flat,sale,Beograd,"Zemun (Gornji grad)",52,NULL,NULL,"2 / 2",Da,Samostalno,3,1,81000,Srbija,Novogradnja,NULL,NULL
971,flat,sale,Beograd,"Lekino brdo",62,NULL,NULL,"- / 5",Da,Samostalno,3,1,97000,Srbija,Izvorno,NULL,NULL
972,flat,sale,Beograd,Voždovac,59,NULL,NULL,"4 / 4",Da,Centralno,3,1,97000,Srbija,Izvorno,NULL,NULL
973,flat,sale,Beograd,"Đeram pijaca",136,NULL,NULL,"5 / 6",Da,Centralno,4,2,285000,Srbija,Novogradnja,NULL,NULL
974,flat,sale,Beograd,"Kanarevo brdo",62,NULL,NULL,"9 / 11",Da,Centralno,3,1,70000,Srbija,Izvorno,NULL,NULL
975,flat,sale,Beograd,Konjarnik,55,NULL,NULL,"1 / 4",Da,Centralno,3,1,92000,Srbija,Novogradnja,NULL,NULL
976,flat,sale,Beograd,"Kumodraž I",64,NULL,NULL,"4 / 5",NULL,Centralno,3,1,82000,Srbija,Izvorno,NULL,NULL
977,flat,sale,Beograd,Palilula,81,NULL,NULL,"2 / 4",Da,Centralno,4,NULL,158000,Srbija,Delimična,NULL,NULL
978,flat,sale,Golubac,"Dunavski kej 6",48,NULL,NULL,"5 / 5",Da,NULL,2,1,25000,Srbija,U,NULL,NULL
979,flat,sale,Beograd,Palilula,63,NULL,NULL,"1 / 2",Da,Samostalno,3,1,99000,Srbija,Izvorno,NULL,NULL
980,flat,sale,Beograd,"Novi Beograd Blok 1 (Fontana)",37,NULL,NULL,"1 / 8",Da,Centralno,1,1,71400,Srbija,Delimična,NULL,NULL
981,flat,sale,Beograd,"Petlovo brdo",55,NULL,NULL,"4 / 4",Da,Samostalno,2,1,50900,Srbija,Izvorno,NULL,NULL
982,flat,sale,Beograd,"Novi Beograd Blok 1 (Fontana)",32,NULL,NULL,"9 / 9",Da,Centralno,1,NULL,69900,Srbija,NULL,NULL,NULL
983,flat,sale,Beograd,"Čukarička padina",55,NULL,NULL,"7 / 8",Da,Centralno,2,1,73000,Srbija,Izvorno,NULL,NULL
984,flat,sale,Beograd,"Kanarevo brdo",58,NULL,NULL,"4 / 4",Da,Centralno,2,1,69500,Srbija,Izvorno,NULL,NULL
985,flat,sale,Beograd,"Đeram pijaca",59,NULL,NULL,"6 / 7",Da,Centralno,2,1,125000,Srbija,Novogradnja,NULL,NULL
986,flat,sale,Beograd,"Beograd na vodi",59,NULL,NULL,"2 / 5",NULL,Centralno,2,1,210000,Srbija,Novogradnja,NULL,NULL
987,flat,sale,Beograd,"Mirijevo I",60,NULL,NULL,"9 / 11",Da,Centralno,2,1,75000,Srbija,Izvorno,NULL,NULL
988,flat,sale,Beograd,"Mirijevo I",44,NULL,NULL,"- / -",Da,Samostalno,3,1,47000,Srbija,Novogradnja,NULL,NULL
989,flat,sale,Beograd,"Novi Beograd Blok 1 (Fontana)",60,NULL,NULL,"6 / 15",Da,Centralno,2,1,91000,Srbija,Izvorno,NULL,NULL
990,cottage,sale,Banoštor,NULL,46,NULL,NULL,NULL,Da,NULL,2,NULL,41200,Srbija,NULL,NULL,NULL
991,flat,sale,Beograd,"Crveni krst",60,NULL,NULL,"1 / 5",NULL,Centralno,3,1,138000,Srbija,Novogradnja,NULL,kalorimetri
992,cottage,sale,Kopaonik,"Kod Kraljevih čardaka",69,1985,NULL,NULL,Da,Samostalno,2,NULL,70000,Srbija,NULL,NULL,NULL
993,cottage,sale,Zrenjanin,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16000,Srbija,Standardna,NULL,NULL
994,flat,sale,Beograd,"Centar (uži)",35,NULL,NULL,"11 / 13",Da,Centralno,1,NULL,104000,Srbija,Standardna,NULL,NULL
995,cottage,sale,Paraćin,"Karađorđevo Brdo",150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20000,Srbija,Standardna,NULL,NULL
996,flat,sale,Beograd,Senjak,134,1990,NULL,"2 / 2",Da,Centralno,4,NULL,220000,Srbija,Standardna,NULL,NULL
997,cottage,sale,Čenej,NULL,578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1030000,Srbija,NULL,NULL,NULL
998,flat,sale,Beograd,Autokomanda,75,2019,NULL,"3 / 4",NULL,Samostalno,3,NULL,156750,Srbija,Novogradnja,NULL,NULL
999,flat,sale,Beograd,"Novi Beograd Blok 71",68,NULL,NULL,"3 / 7",Da,Centralno,2,NULL,99990,Srbija,Standardna,NULL,NULL
1000,flat,sale,Beograd,"Crveni krst",100,2009,NULL,"4 / 4",Da,Centralno,2,NULL,190000,Srbija,Standardna,NULL,NULL
1001,flat,sale,Beograd,"Kalenić pijaca",34,2010,NULL,"1 / 5",Da,Centralno,1,NULL,107000,Srbija,Standardna,NULL,NULL
1002,flat,sale,Beograd,"Novi Beograd Blok 25 (Arena)",81,2006,NULL,"7 / 7",Da,Centralno,3,NULL,185000,Srbija,Standardna,NULL,NULL
1003,flat,sale,Niš,NULL,150,NULL,NULL,"5 / 6",Da,"Samostalno, Klima",5,NULL,155000,Srbija,Novogradnja,NULL,NULL
1004,flat,sale,Loznica,Centar,125,NULL,NULL,"5 / -",Da,NULL,NULL,2,130000,Srbija,Novogradnja,NULL,NULL
1005,flat,sale,Beograd,"Novi Beograd Blok 21 (10. Gimnazija)",46,NULL,NULL,"0 / 17",Da,Centralno,1,NULL,108000,Srbija,Standardna,NULL,NULL
1006,flat,rent,Beograd,"Vračar (Hram)",87,NULL,NULL,"3 / 4",Da,Centralno,4,1,650,Srbija,Kompletna,NULL,NULL
1007,flat,sale,Beograd,"Miljakovac II",72,NULL,NULL,"1 / 5",Da,Centralno,3,1,82000,Srbija,Izvorno,NULL,NULL
1008,flat,sale,Beograd,"Novi Beograd Blok 72",52,NULL,NULL,"4 / 7",NULL,Centralno,2,1,96000,Srbija,Novogradnja,NULL,NULL
1009,flat,sale,"Novi Sad",Socijalno,89,NULL,NULL,"2 / 5",Da,Centralno,NULL,NULL,139050,Srbija,NULL,NULL,NULL
1010,flat,sale,Niš,Palilula,52,NULL,NULL,"1 / -",Da,"Samostalno, Klima",2,NULL,66300,Srbija,Novogradnja,NULL,NULL
1011,flat,sale,Beograd,"Vračar (Centar)",114,NULL,NULL,"3 / 7",Da,Samostalno,4,2,247000,Srbija,Delimična,NULL,NULL
1012,flat,sale,Beograd,Čubura,43,NULL,NULL,"1 / 4",NULL,Samostalno,NULL,1,110500,Srbija,Novogradnja,NULL,NULL
1013,flat,sale,Beograd,"Vračar (Centar)",78,NULL,NULL,"1 / 4",Da,Samostalno,3,NULL,195000,Srbija,NULL,NULL,NULL
1014,flat,sale,Niš,Duvanište,80,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,83000,Srbija,Standardna,NULL,NULL
1015,flat,rent,Beograd,"Dedinje (RTV Pink)",100,NULL,NULL,"3 / 4",NULL,Centralno,4,1,1000,Srbija,NULL,NULL,NULL
1016,flat,sale,Beograd,"Novi Beograd Blok 65",50,NULL,NULL,"6 / 7",Da,NULL,2,1,175000,Srbija,Novogradnja,NULL,NULL
1017,flat,sale,Zlatibor,"Čolovića brdo",54,NULL,NULL,"- / -",NULL,NULL,2,NULL,77900,Srbija,Standardna,NULL,NULL
1018,flat,sale,Beograd,"Poštanska štedionica",51,NULL,NULL,"4 / 6",Da,Centralno,2,1,177000,Srbija,Novogradnja,NULL,NULL
1019,flat,rent,"Novi Sad",Sajam,20,2005,NULL,"3 / 5",NULL,Centralno,1,NULL,160,Srbija,Novogradnja,NULL,NULL
1020,flat,sale,Beograd,"Beograd na vodi",54,NULL,NULL,"2 / 8",Da,Centralno,2,1,155888,Srbija,Novogradnja,NULL,NULL
1021,flat,sale,Beograd,"Beograd na vodi",53,NULL,NULL,"4 / 21",Da,"Centralno, Klima",2,1,155500,Srbija,Novogradnja,NULL,NULL
1022,home,sale,Beograd,Jajinci,320,NULL,NULL,NULL,Da,NULL,6,4,580000,Srbija,Novogradnja,NULL,NULL
1023,flat,sale,Beograd,"Dedinje (Beli dvor)",207,NULL,NULL,"1 / 2",Da,NULL,5,3,440000,Srbija,Novogradnja,NULL,NULL
1024,home,sale,Šabac,Letnjikovac,190,NULL,NULL,NULL,Da,NULL,5,1,48000,Srbija,Standardna,NULL,NULL
1025,home,sale,Beograd,"Zemun (Novi Grad)",128,NULL,NULL,NULL,Da,Samostalno,3,1,105000,Srbija,Izvorno,NULL,NULL
1026,flat,sale,Kopaonik,NULL,37,2020,NULL,"4 / 5",Da,Podno,2,1,80000,Srbija,Novogradnja,yes,NULL
1027,flat,sale,Beograd,"Banovo brdo",62,NULL,NULL,"2 / 7",Da,"Centralno, Klima",3,1,1950,Srbija,Novogradnja,NULL,NULL
1028,flat,sale,Beograd,Autokomanda,40,NULL,NULL,"- / -",Da,NULL,NULL,NULL,70000,Srbija,NULL,NULL,NULL
1029,flat,sale,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",72,NULL,NULL,"2 / 8",Da,Centralno,3,1,146000,Srbija,Izvorno,NULL,NULL
1030,flat,sale,Beograd,Karađorđeva,126,NULL,NULL,"2 / 4",Da,NULL,3,NULL,252000,Srbija,Izvorno,NULL,NULL
1031,flat,sale,Zlatibor,Zova,55,NULL,NULL,"1 / -",Da,Podno,NULL,1,80000,Srbija,Novogradnja,NULL,NULL
1032,flat,sale,Beograd,Batajnica,51,NULL,NULL,"1 / 3",Da,NULL,2.5,NULL,57000,Srbija,Novogradnja,NULL,NULL
1033,flat,sale,Beograd,"Zemun (Centar)",51,NULL,NULL,"1 / 4",Da,Centralno,2,1,102000,Srbija,Izvorno,NULL,NULL
1034,flat,sale,Beograd,Tašmajdan,95,NULL,NULL,"6 / 17",Da,Centralno,4,1,203000,Srbija,Kompletna,NULL,NULL
1035,flat,sale,Beograd,"Novi Beograd Blok 1 (Fontana)",71,NULL,NULL,"3 / 6",Da,Centralno,3,1,135000,Srbija,Izvorno,NULL,NULL
1036,home,sale,Beograd,Zvezdara,350,NULL,NULL,NULL,Da,NULL,5,1,699000,Srbija,Novogradnja,NULL,NULL
1037,flat,sale,Zlatibor,"Čolovića brdo",39,NULL,NULL,"- / -",NULL,NULL,1,NULL,55800,Srbija,Standardna,NULL,NULL
1038,flat,sale,Zlatibor,Centar,56,2020,NULL,"- / -",NULL,NULL,3,1,86600,Srbija,Standardna,NULL,NULL
1039,flat,sale,Zlatibor,Centar,40,2020,NULL,"- / -",NULL,NULL,2,NULL,61600,Srbija,Standardna,NULL,NULL
1040,flat,sale,Beograd,Tašmajdan,113,NULL,NULL,"5 / 6",Da,Centralno,3,1,230000,Srbija,Izvorno,NULL,NULL
1041,flat,sale,NULL,NULL,49,NULL,NULL,"- / -",NULL,NULL,3,NULL,75500,Srbija,Standardna,NULL,NULL
1042,flat,sale,NULL,NULL,35,NULL,NULL,"3 / -",NULL,NULL,2,NULL,49000,Srbija,Standardna,NULL,NULL
1043,flat,sale,Zlatibor,Centar,39,2021,NULL,"-1 / -",NULL,NULL,2,1,60100,Srbija,Standardna,NULL,NULL
1044,flat,sale,Beograd,"Beograd na vodi",139,NULL,NULL,"15 / 17",Da,Centralno,4,3,661888,Srbija,Novogradnja,NULL,kalorimetri
1045,flat,sale,Beograd,"Novi Beograd Blok 45 (TC Enjub)",46,NULL,NULL,"1 / 4",Da,Centralno,1.5,1,81000,Srbija,Kompletna,NULL,NULL
1046,flat,sale,NULL,NULL,36,NULL,NULL,"- / -",NULL,NULL,2,NULL,68100,Srbija,Standardna,NULL,NULL
1047,flat,sale,Beograd,"Klinički centar",77,NULL,NULL,"2 / 6",Da,Centralno,3,2,184800,Srbija,Izvorno,NULL,NULL
1048,flat,sale,Zlatibor,"Čolovića brdo",34,NULL,NULL,"- / -",NULL,NULL,1,NULL,48550,Srbija,Standardna,NULL,NULL
1049,flat,sale,"Novi Sad",Telep,42,NULL,NULL,"2 / 3",Da,Centralno,NULL,NULL,65820,Srbija,NULL,NULL,NULL
1050,flat,sale,Beograd,Rakovica,56,NULL,NULL,"- / -",Da,Centralno,2,1,66500,Srbija,NULL,NULL,NULL
1051,flat,sale,Beograd,"Trg Republike ( centar )",40,NULL,NULL,"0 / 3",Da,Samostalno,1,NULL,105000,Srbija,Standardna,NULL,NULL
1052,flat,sale,Beograd,Hadžipopovac,122,NULL,NULL,"2 / 3",Da,NULL,4,NULL,179900,Srbija,Izvorno,NULL,NULL
1053,flat,sale,Beograd,"Novi Beograd Blok 70a",108,1983,NULL,"3 / 8",Da,"Centralno, Klima",4,NULL,194900,Srbija,Standardna,NULL,NULL
1054,flat,sale,NULL,NULL,49,2021,NULL,"3 / 5",NULL,Samostalno,3,1,68600,Srbija,Standardna,NULL,NULL
1055,flat,sale,Beograd,Kluz,57,NULL,NULL,"6 / 13",Da,Centralno,2,NULL,77000,Srbija,Standardna,NULL,NULL
1056,flat,sale,Pančevo,"Nova misa",63,NULL,NULL,"- / 4",NULL,Centralno,3,1,56700,Srbija,Novogradnja,NULL,NULL
1057,flat,sale,Beograd,Kalemegdan,114,NULL,NULL,"6 / 7",Da,Samostalno,4,2,225000,Srbija,Novogradnja,NULL,NULL
1058,flat,sale,Beograd,Lion,61,NULL,NULL,"2 / 8",Da,Centralno,2,1,112500,Srbija,Izvorno,NULL,NULL
1059,flat,sale,Beograd,Karaburma,41,2016,NULL,"5 / 7",Da,Centralno,1,NULL,79000,Srbija,Standardna,NULL,NULL
1060,flat,sale,Beograd,"Klinički centar",55,1939,NULL,"0 / 4",Da,Centralno,2,NULL,105000,Srbija,Standardna,NULL,NULL
1061,flat,sale,Beograd,"Mirijevo I",52,1987,NULL,"0 / 5",Da,Centralno,3,NULL,72000,Srbija,Standardna,NULL,NULL
1062,flat,sale,Beograd,"Novi Beograd Blok 67a",95,NULL,NULL,"6 / 12",NULL,Centralno,3,1,299000,Srbija,Novogradnja,NULL,NULL
1063,flat,sale,Beograd,"Banovo brdo",43,1999,NULL,"3 / 5",Da,Centralno,1,NULL,72800,Srbija,Standardna,NULL,NULL
1064,flat,sale,Beograd,"Vračar (Hram)",40,NULL,NULL,"6 / 6",Da,Centralno,1,NULL,95000,Srbija,Standardna,NULL,NULL
1065,flat,sale,Beograd,"Medaković I",47,NULL,NULL,"4 / 4",Da,Centralno,1,NULL,56000,Srbija,Standardna,NULL,NULL
1066,flat,sale,Beograd,"Kalenić pijaca",29,1975,NULL,"0 / 7",Da,Centralno,1,NULL,69900,Srbija,Standardna,NULL,NULL
